dataset,instancia,negocios,C,i,archivo
BT-mejor-opt,BT-M-O-233-1-233,233,233,1,..\instances\BT-mejor-opt\BT-M-O-233-1-233.txt
BT-mejor-opt,BT-M-O-234-1-234,234,234,1,..\instances\BT-mejor-opt\BT-M-O-234-1-234.txt
BT-mejor-opt,BT-M-O-235-1-235,235,235,1,..\instances\BT-mejor-opt\BT-M-O-235-1-235.txt
BT-mejor-opt,BT-M-O-236-1-236,236,236,1,..\instances\BT-mejor-opt\BT-M-O-236-1-236.txt
BT-mejor-opt,BT-M-O-237-1-237,237,237,1,..\instances\BT-mejor-opt\BT-M-O-237-1-237.txt
BT-mejor-opt,BT-M-O-238-1-238,238,238,1,..\instances\BT-mejor-opt\BT-M-O-238-1-238.txt
BT-mejor-opt,BT-M-O-239-1-239,239,239,1,..\instances\BT-mejor-opt\BT-M-O-239-1-239.txt
BT-mejor-opt,BT-M-O-240-1-240,240,240,1,..\instances\BT-mejor-opt\BT-M-O-240-1-240.txt
BT-mejor-opt,BT-M-O-241-1-241,241,241,1,..\instances\BT-mejor-opt\BT-M-O-241-1-241.txt
BT-mejor-opt,BT-M-O-242-1-242,242,242,1,..\instances\BT-mejor-opt\BT-M-O-242-1-242.txt
BT-mejor-opt,BT-M-O-243-1-243,243,243,1,..\instances\BT-mejor-opt\BT-M-O-243-1-243.txt
BT-mejor-opt,BT-M-O-244-1-244,244,244,1,..\instances\BT-mejor-opt\BT-M-O-244-1-244.txt
BT-mejor-opt,BT-M-O-245-1-245,245,245,1,..\instances\BT-mejor-opt\BT-M-O-245-1-245.txt
BT-mejor-opt,BT-M-O-246-1-246,246,246,1,..\instances\BT-mejor-opt\BT-M-O-246-1-246.txt
BT-mejor-opt,BT-M-O-247-1-247,247,247,1,..\instances\BT-mejor-opt\BT-M-O-247-1-247.txt
BT-mejor-opt,BT-M-O-248-1-248,248,248,1,..\instances\BT-mejor-opt\BT-M-O-248-1-248.txt
BT-mejor-opt,BT-M-O-249-1-249,249,249,1,..\instances\BT-mejor-opt\BT-M-O-249-1-249.txt
BT-mejor-opt,BT-M-O-250-1-250,250,250,1,..\instances\BT-mejor-opt\BT-M-O-250-1-250.txt
BT-mejor-opt,BT-M-O-251-1-251,251,251,1,..\instances\BT-mejor-opt\BT-M-O-251-1-251.txt
BT-mejor-opt,BT-M-O-252-1-252,252,252,1,..\instances\BT-mejor-opt\BT-M-O-252-1-252.txt
BT-mejor-opt,BT-M-O-253-1-253,253,253,1,..\instances\BT-mejor-opt\BT-M-O-253-1-253.txt
BT-mejor-opt,BT-M-O-254-1-254,254,254,1,..\instances\BT-mejor-opt\BT-M-O-254-1-254.txt
BT-mejor-opt,BT-M-O-255-1-255,255,255,1,..\instances\BT-mejor-opt\BT-M-O-255-1-255.txt
BT-mejor-opt,BT-M-O-256-1-256,256,256,1,..\instances\BT-mejor-opt\BT-M-O-256-1-256.txt
BT-mejor-opt,BT-M-O-257-1-257,257,257,1,..\instances\BT-mejor-opt\BT-M-O-257-1-257.txt
BT-mejor-opt,BT-M-O-258-1-258,258,258,1,..\instances\BT-mejor-opt\BT-M-O-258-1-258.txt
BT-mejor-opt,BT-M-O-259-1-259,259,259,1,..\instances\BT-mejor-opt\BT-M-O-259-1-259.txt
BT-mejor-opt,BT-M-O-260-1-260,260,260,1,..\instances\BT-mejor-opt\BT-M-O-260-1-260.txt
BT-mejor-opt,BT-M-O-261-1-261,261,261,1,..\instances\BT-mejor-opt\BT-M-O-261-1-261.txt
BT-mejor-opt,BT-M-O-262-1-262,262,262,1,..\instances\BT-mejor-opt\BT-M-O-262-1-262.txt
BT-mejor-opt,BT-M-O-263-1-263,263,263,1,..\instances\BT-mejor-opt\BT-M-O-263-1-263.txt
BT-mejor-opt,BT-M-O-264-1-264,264,264,1,..\instances\BT-mejor-opt\BT-M-O-264-1-264.txt
BT-mejor-opt,BT-M-O-265-1-265,265,265,1,..\instances\BT-mejor-opt\BT-M-O-265-1-265.txt
BT-mejor-opt,BT-M-O-266-1-266,266,266,1,..\instances\BT-mejor-opt\BT-M-O-266-1-266.txt
BT-mejor-opt,BT-M-O-267-1-267,267,267,1,..\instances\BT-mejor-opt\BT-M-O-267-1-267.txt
BT-mejor-opt,BT-M-O-268-1-268,268,268,1,..\instances\BT-mejor-opt\BT-M-O-268-1-268.txt
BT-mejor-opt,BT-M-O-269-1-269,269,269,1,..\instances\BT-mejor-opt\BT-M-O-269-1-269.txt
BT-mejor-opt,BT-M-O-270-1-270,270,270,1,..\instances\BT-mejor-opt\BT-M-O-270-1-270.txt
BT-mejor-opt,BT-M-O-271-1-271,271,271,1,..\instances\BT-mejor-opt\BT-M-O-271-1-271.txt
BT-mejor-opt,BT-M-O-272-1-272,272,272,1,..\instances\BT-mejor-opt\BT-M-O-272-1-272.txt
BT-mejor-opt,BT-M-O-273-1-273,273,273,1,..\instances\BT-mejor-opt\BT-M-O-273-1-273.txt
BT-mejor-opt,BT-M-O-274-1-274,274,274,1,..\instances\BT-mejor-opt\BT-M-O-274-1-274.txt
BT-mejor-opt,BT-M-O-275-1-275,275,275,1,..\instances\BT-mejor-opt\BT-M-O-275-1-275.txt
BT-mejor-opt,BT-M-O-276-1-276,276,276,1,..\instances\BT-mejor-opt\BT-M-O-276-1-276.txt
BT-mejor-opt,BT-M-O-277-1-277,277,277,1,..\instances\BT-mejor-opt\BT-M-O-277-1-277.txt
BT-mejor-opt,BT-M-O-278-1-278,278,278,1,..\instances\BT-mejor-opt\BT-M-O-278-1-278.txt
BT-mejor-opt,BT-M-O-279-1-279,279,279,1,..\instances\BT-mejor-opt\BT-M-O-279-1-279.txt
BT-mejor-opt,BT-M-O-280-1-280,280,280,1,..\instances\BT-mejor-opt\BT-M-O-280-1-280.txt
BT-mejor-opt,BT-M-O-281-1-281,281,281,1,..\instances\BT-mejor-opt\BT-M-O-281-1-281.txt
BT-mejor-opt,BT-M-O-282-1-282,282,282,1,..\instances\BT-mejor-opt\BT-M-O-282-1-282.txt
BT-mejor-opt,BT-M-O-283-1-283,283,283,1,..\instances\BT-mejor-opt\BT-M-O-283-1-283.txt
BT-mejor-opt,BT-M-O-284-1-284,284,284,1,..\instances\BT-mejor-opt\BT-M-O-284-1-284.txt
BT-mejor-opt,BT-M-O-285-1-285,285,285,1,..\instances\BT-mejor-opt\BT-M-O-285-1-285.txt
BT-mejor-opt,BT-M-O-286-1-286,286,286,1,..\instances\BT-mejor-opt\BT-M-O-286-1-286.txt
BT-mejor-opt,BT-M-O-287-1-287,287,287,1,..\instances\BT-mejor-opt\BT-M-O-287-1-287.txt
BT-mejor-opt,BT-M-O-288-1-288,288,288,1,..\instances\BT-mejor-opt\BT-M-O-288-1-288.txt
BT-mejor-opt,BT-M-O-289-1-289,289,289,1,..\instances\BT-mejor-opt\BT-M-O-289-1-289.txt
BT-mejor-opt,BT-M-O-290-1-290,290,290,1,..\instances\BT-mejor-opt\BT-M-O-290-1-290.txt
BT-mejor-opt,BT-M-O-291-1-291,291,291,1,..\instances\BT-mejor-opt\BT-M-O-291-1-291.txt
BT-mejor-opt,BT-M-O-292-1-292,292,292,1,..\instances\BT-mejor-opt\BT-M-O-292-1-292.txt
BT-mejor-opt,BT-M-O-293-1-293,293,293,1,..\instances\BT-mejor-opt\BT-M-O-293-1-293.txt
BT-mejor-opt,BT-M-O-294-1-294,294,294,1,..\instances\BT-mejor-opt\BT-M-O-294-1-294.txt
BT-mejor-opt,BT-M-O-295-1-295,295,295,1,..\instances\BT-mejor-opt\BT-M-O-295-1-295.txt
BT-mejor-opt,BT-M-O-296-1-296,296,296,1,..\instances\BT-mejor-opt\BT-M-O-296-1-296.txt
BT-mejor-opt,BT-M-O-297-1-297,297,297,1,..\instances\BT-mejor-opt\BT-M-O-297-1-297.txt
BT-mejor-opt,BT-M-O-298-1-298,298,298,1,..\instances\BT-mejor-opt\BT-M-O-298-1-298.txt
BT-mejor-opt,BT-M-O-299-1-299,299,299,1,..\instances\BT-mejor-opt\BT-M-O-299-1-299.txt
BT-mejor-opt,BT-M-O-300-1-300,300,300,1,..\instances\BT-mejor-opt\BT-M-O-300-1-300.txt
BT-mejor-opt,BT-M-O-301-1-301,301,301,1,..\instances\BT-mejor-opt\BT-M-O-301-1-301.txt
BT-mejor-opt,BT-M-O-302-1-302,302,302,1,..\instances\BT-mejor-opt\BT-M-O-302-1-302.txt
BT-mejor-opt,BT-M-O-303-1-303,303,303,1,..\instances\BT-mejor-opt\BT-M-O-303-1-303.txt
BT-mejor-opt,BT-M-O-304-1-304,304,304,1,..\instances\BT-mejor-opt\BT-M-O-304-1-304.txt
BT-mejor-opt,BT-M-O-305-1-305,305,305,1,..\instances\BT-mejor-opt\BT-M-O-305-1-305.txt
BT-mejor-opt,BT-M-O-306-1-306,306,306,1,..\instances\BT-mejor-opt\BT-M-O-306-1-306.txt
BT-mejor-opt,BT-M-O-307-1-307,307,307,1,..\instances\BT-mejor-opt\BT-M-O-307-1-307.txt
BT-mejor-opt,BT-M-O-308-1-308,308,308,1,..\instances\BT-mejor-opt\BT-M-O-308-1-308.txt
BT-mejor-opt,BT-M-O-309-1-309,309,309,1,..\instances\BT-mejor-opt\BT-M-O-309-1-309.txt
BT-mejor-opt,BT-M-O-310-1-310,310,310,1,..\instances\BT-mejor-opt\BT-M-O-310-1-310.txt
BT-mejor-opt,BT-M-O-311-1-311,311,311,1,..\instances\BT-mejor-opt\BT-M-O-311-1-311.txt
BT-mejor-opt,BT-M-O-312-1-312,312,312,1,..\instances\BT-mejor-opt\BT-M-O-312-1-312.txt
BT-mejor-opt,BT-M-O-313-1-313,313,313,1,..\instances\BT-mejor-opt\BT-M-O-313-1-313.txt
BT-mejor-opt,BT-M-O-314-1-314,314,314,1,..\instances\BT-mejor-opt\BT-M-O-314-1-314.txt
BT-mejor-opt,BT-M-O-315-1-315,315,315,1,..\instances\BT-mejor-opt\BT-M-O-315-1-315.txt
BT-mejor-opt,BT-M-O-316-1-316,316,316,1,..\instances\BT-mejor-opt\BT-M-O-316-1-316.txt
BT-mejor-opt,BT-M-O-317-1-317,317,317,1,..\instances\BT-mejor-opt\BT-M-O-317-1-317.txt
BT-mejor-opt,BT-M-O-318-1-318,318,318,1,..\instances\BT-mejor-opt\BT-M-O-318-1-318.txt
BT-mejor-opt,BT-M-O-319-1-319,319,319,1,..\instances\BT-mejor-opt\BT-M-O-319-1-319.txt
BT-mejor-opt,BT-M-O-320-1-320,320,320,1,..\instances\BT-mejor-opt\BT-M-O-320-1-320.txt
BT-mejor-opt,BT-M-O-321-1-321,321,321,1,..\instances\BT-mejor-opt\BT-M-O-321-1-321.txt
BT-mejor-opt,BT-M-O-322-1-322,322,322,1,..\instances\BT-mejor-opt\BT-M-O-322-1-322.txt
BT-mejor-opt,BT-M-O-323-1-323,323,323,1,..\instances\BT-mejor-opt\BT-M-O-323-1-323.txt
BT-mejor-opt,BT-M-O-324-1-324,324,324,1,..\instances\BT-mejor-opt\BT-M-O-324-1-324.txt
BT-mejor-opt,BT-M-O-325-1-325,325,325,1,..\instances\BT-mejor-opt\BT-M-O-325-1-325.txt
BT-mejor-opt,BT-M-O-326-1-326,326,326,1,..\instances\BT-mejor-opt\BT-M-O-326-1-326.txt
BT-mejor-opt,BT-M-O-327-1-327,327,327,1,..\instances\BT-mejor-opt\BT-M-O-327-1-327.txt
BT-mejor-opt,BT-M-O-328-1-328,328,328,1,..\instances\BT-mejor-opt\BT-M-O-328-1-328.txt
BT-mejor-opt,BT-M-O-329-1-329,329,329,1,..\instances\BT-mejor-opt\BT-M-O-329-1-329.txt
BT-mejor-opt,BT-M-O-330-1-330,330,330,1,..\instances\BT-mejor-opt\BT-M-O-330-1-330.txt
BT-mejor-opt,BT-M-O-331-1-331,331,331,1,..\instances\BT-mejor-opt\BT-M-O-331-1-331.txt
BT-mejor-opt,BT-M-O-332-1-332,332,332,1,..\instances\BT-mejor-opt\BT-M-O-332-1-332.txt
BT-mejor-opt,BT-M-O-333-1-333,333,333,1,..\instances\BT-mejor-opt\BT-M-O-333-1-333.txt
BT-mejor-opt,BT-M-O-334-1-334,334,334,1,..\instances\BT-mejor-opt\BT-M-O-334-1-334.txt
BT-mejor-opt,BT-M-O-335-1-335,335,335,1,..\instances\BT-mejor-opt\BT-M-O-335-1-335.txt
BT-mejor-opt,BT-M-O-336-1-336,336,336,1,..\instances\BT-mejor-opt\BT-M-O-336-1-336.txt
BT-mejor-opt,BT-M-O-337-1-337,337,337,1,..\instances\BT-mejor-opt\BT-M-O-337-1-337.txt
BT-mejor-opt,BT-M-O-338-1-338,338,338,1,..\instances\BT-mejor-opt\BT-M-O-338-1-338.txt
BT-mejor-opt,BT-M-O-339-1-339,339,339,1,..\instances\BT-mejor-opt\BT-M-O-339-1-339.txt
BT-mejor-opt,BT-M-O-340-1-340,340,340,1,..\instances\BT-mejor-opt\BT-M-O-340-1-340.txt
BT-mejor-opt,BT-M-O-341-1-341,341,341,1,..\instances\BT-mejor-opt\BT-M-O-341-1-341.txt
BT-mejor-opt,BT-M-O-342-1-342,342,342,1,..\instances\BT-mejor-opt\BT-M-O-342-1-342.txt
BT-mejor-opt,BT-M-O-343-1-343,343,343,1,..\instances\BT-mejor-opt\BT-M-O-343-1-343.txt
BT-mejor-opt,BT-M-O-344-1-344,344,344,1,..\instances\BT-mejor-opt\BT-M-O-344-1-344.txt
BT-mejor-opt,BT-M-O-345-1-345,345,345,1,..\instances\BT-mejor-opt\BT-M-O-345-1-345.txt
BT-mejor-opt,BT-M-O-346-1-346,346,346,1,..\instances\BT-mejor-opt\BT-M-O-346-1-346.txt
BT-mejor-opt,BT-M-O-347-1-347,347,347,1,..\instances\BT-mejor-opt\BT-M-O-347-1-347.txt
BT-mejor-opt,BT-M-O-348-1-348,348,348,1,..\instances\BT-mejor-opt\BT-M-O-348-1-348.txt
BT-mejor-opt,BT-M-O-349-1-349,349,349,1,..\instances\BT-mejor-opt\BT-M-O-349-1-349.txt
BT-mejor-opt,BT-M-O-350-1-350,350,350,1,..\instances\BT-mejor-opt\BT-M-O-350-1-350.txt
BT-mejor-opt,BT-M-O-351-1-351,351,351,1,..\instances\BT-mejor-opt\BT-M-O-351-1-351.txt
BT-mejor-opt,BT-M-O-352-1-352,352,352,1,..\instances\BT-mejor-opt\BT-M-O-352-1-352.txt
BT-mejor-opt,BT-M-O-353-1-353,353,353,1,..\instances\BT-mejor-opt\BT-M-O-353-1-353.txt
BT-mejor-opt,BT-M-O-354-1-354,354,354,1,..\instances\BT-mejor-opt\BT-M-O-354-1-354.txt
BT-mejor-opt,BT-M-O-355-1-355,355,355,1,..\instances\BT-mejor-opt\BT-M-O-355-1-355.txt
BT-mejor-opt,BT-M-O-356-1-356,356,356,1,..\instances\BT-mejor-opt\BT-M-O-356-1-356.txt
BT-mejor-opt,BT-M-O-357-1-357,357,357,1,..\instances\BT-mejor-opt\BT-M-O-357-1-357.txt
BT-mejor-opt,BT-M-O-358-1-358,358,358,1,..\instances\BT-mejor-opt\BT-M-O-358-1-358.txt
BT-mejor-opt,BT-M-O-359-1-359,359,359,1,..\instances\BT-mejor-opt\BT-M-O-359-1-359.txt
BT-mejor-opt,BT-M-O-360-1-360,360,360,1,..\instances\BT-mejor-opt\BT-M-O-360-1-360.txt
BT-mejor-opt,BT-M-O-361-1-361,361,361,1,..\instances\BT-mejor-opt\BT-M-O-361-1-361.txt
BT-mejor-opt,BT-M-O-362-1-362,362,362,1,..\instances\BT-mejor-opt\BT-M-O-362-1-362.txt
BT-mejor-opt,BT-M-O-363-1-363,363,363,1,..\instances\BT-mejor-opt\BT-M-O-363-1-363.txt
BT-mejor-opt,BT-M-O-364-1-364,364,364,1,..\instances\BT-mejor-opt\BT-M-O-364-1-364.txt
BT-mejor-opt,BT-M-O-365-1-365,365,365,1,..\instances\BT-mejor-opt\BT-M-O-365-1-365.txt
BT-mejor-opt,BT-M-O-366-1-366,366,366,1,..\instances\BT-mejor-opt\BT-M-O-366-1-366.txt
BT-mejor-opt,BT-M-O-367-1-367,367,367,1,..\instances\BT-mejor-opt\BT-M-O-367-1-367.txt
BT-mejor-opt,BT-M-O-368-1-368,368,368,1,..\instances\BT-mejor-opt\BT-M-O-368-1-368.txt
BT-mejor-opt,BT-M-O-369-1-369,369,369,1,..\instances\BT-mejor-opt\BT-M-O-369-1-369.txt
BT-mejor-opt,BT-M-O-370-1-370,370,370,1,..\instances\BT-mejor-opt\BT-M-O-370-1-370.txt
BT-mejor-opt,BT-M-O-371-1-371,371,371,1,..\instances\BT-mejor-opt\BT-M-O-371-1-371.txt
BT-mejor-opt,BT-M-O-372-1-372,372,372,1,..\instances\BT-mejor-opt\BT-M-O-372-1-372.txt
BT-mejor-opt,BT-M-O-373-1-373,373,373,1,..\instances\BT-mejor-opt\BT-M-O-373-1-373.txt
BT-mejor-opt,BT-M-O-374-1-374,374,374,1,..\instances\BT-mejor-opt\BT-M-O-374-1-374.txt
BT-mejor-opt,BT-M-O-375-1-375,375,375,1,..\instances\BT-mejor-opt\BT-M-O-375-1-375.txt
BT-mejor-opt,BT-M-O-376-1-376,376,376,1,..\instances\BT-mejor-opt\BT-M-O-376-1-376.txt
BT-mejor-opt,BT-M-O-377-1-377,377,377,1,..\instances\BT-mejor-opt\BT-M-O-377-1-377.txt
BT-mejor-opt,BT-M-O-378-1-378,378,378,1,..\instances\BT-mejor-opt\BT-M-O-378-1-378.txt
BT-mejor-opt,BT-M-O-379-1-379,379,379,1,..\instances\BT-mejor-opt\BT-M-O-379-1-379.txt
BT-mejor-opt,BT-M-O-380-1-380,380,380,1,..\instances\BT-mejor-opt\BT-M-O-380-1-380.txt
BT-mejor-opt,BT-M-O-381-1-381,381,381,1,..\instances\BT-mejor-opt\BT-M-O-381-1-381.txt
BT-mejor-opt,BT-M-O-382-1-382,382,382,1,..\instances\BT-mejor-opt\BT-M-O-382-1-382.txt
BT-mejor-opt,BT-M-O-383-1-383,383,383,1,..\instances\BT-mejor-opt\BT-M-O-383-1-383.txt
BT-mejor-opt,BT-M-O-384-1-384,384,384,1,..\instances\BT-mejor-opt\BT-M-O-384-1-384.txt
BT-mejor-opt,BT-M-O-385-1-385,385,385,1,..\instances\BT-mejor-opt\BT-M-O-385-1-385.txt
BT-mejor-opt,BT-M-O-386-1-386,386,386,1,..\instances\BT-mejor-opt\BT-M-O-386-1-386.txt
BT-mejor-opt,BT-M-O-387-1-387,387,387,1,..\instances\BT-mejor-opt\BT-M-O-387-1-387.txt
BT-mejor-opt,BT-M-O-388-1-388,388,388,1,..\instances\BT-mejor-opt\BT-M-O-388-1-388.txt
BT-mejor-opt,BT-M-O-389-1-389,389,389,1,..\instances\BT-mejor-opt\BT-M-O-389-1-389.txt
BT-mejor-opt,BT-M-O-390-1-390,390,390,1,..\instances\BT-mejor-opt\BT-M-O-390-1-390.txt
BT-mejor-opt,BT-M-O-391-1-391,391,391,1,..\instances\BT-mejor-opt\BT-M-O-391-1-391.txt
BT-mejor-opt,BT-M-O-392-1-392,392,392,1,..\instances\BT-mejor-opt\BT-M-O-392-1-392.txt
BT-mejor-opt,BT-M-O-393-1-393,393,393,1,..\instances\BT-mejor-opt\BT-M-O-393-1-393.txt
BT-mejor-opt,BT-M-O-394-1-394,394,394,1,..\instances\BT-mejor-opt\BT-M-O-394-1-394.txt
BT-mejor-opt,BT-M-O-395-1-395,395,395,1,..\instances\BT-mejor-opt\BT-M-O-395-1-395.txt
BT-mejor-opt,BT-M-O-396-1-396,396,396,1,..\instances\BT-mejor-opt\BT-M-O-396-1-396.txt
BT-mejor-opt,BT-M-O-397-1-397,397,397,1,..\instances\BT-mejor-opt\BT-M-O-397-1-397.txt
BT-mejor-opt,BT-M-O-398-1-398,398,398,1,..\instances\BT-mejor-opt\BT-M-O-398-1-398.txt
BT-mejor-opt,BT-M-O-399-1-399,399,399,1,..\instances\BT-mejor-opt\BT-M-O-399-1-399.txt
BT-mejor-opt,BT-M-O-400-1-400,400,400,1,..\instances\BT-mejor-opt\BT-M-O-400-1-400.txt
BT-mejor-opt,BT-M-O-401-1-401,401,401,1,..\instances\BT-mejor-opt\BT-M-O-401-1-401.txt
BT-mejor-opt,BT-M-O-402-1-402,402,402,1,..\instances\BT-mejor-opt\BT-M-O-402-1-402.txt
BT-mejor-opt,BT-M-O-403-1-403,403,403,1,..\instances\BT-mejor-opt\BT-M-O-403-1-403.txt
BT-mejor-opt,BT-M-O-404-1-404,404,404,1,..\instances\BT-mejor-opt\BT-M-O-404-1-404.txt
BT-mejor-opt,BT-M-O-405-1-405,405,405,1,..\instances\BT-mejor-opt\BT-M-O-405-1-405.txt
BT-mejor-opt,BT-M-O-406-1-406,406,406,1,..\instances\BT-mejor-opt\BT-M-O-406-1-406.txt
BT-mejor-opt,BT-M-O-407-1-407,407,407,1,..\instances\BT-mejor-opt\BT-M-O-407-1-407.txt
BT-mejor-opt,BT-M-O-408-1-408,408,408,1,..\instances\BT-mejor-opt\BT-M-O-408-1-408.txt
BT-mejor-opt,BT-M-O-409-1-409,409,409,1,..\instances\BT-mejor-opt\BT-M-O-409-1-409.txt
BT-mejor-opt,BT-M-O-410-1-410,410,410,1,..\instances\BT-mejor-opt\BT-M-O-410-1-410.txt
BT-mejor-opt,BT-M-O-411-1-411,411,411,1,..\instances\BT-mejor-opt\BT-M-O-411-1-411.txt
BT-mejor-opt,BT-M-O-412-1-412,412,412,1,..\instances\BT-mejor-opt\BT-M-O-412-1-412.txt
BT-mejor-opt,BT-M-O-413-1-413,413,413,1,..\instances\BT-mejor-opt\BT-M-O-413-1-413.txt
BT-mejor-opt,BT-M-O-414-1-414,414,414,1,..\instances\BT-mejor-opt\BT-M-O-414-1-414.txt
BT-mejor-opt,BT-M-O-415-1-415,415,415,1,..\instances\BT-mejor-opt\BT-M-O-415-1-415.txt
BT-mejor-opt,BT-M-O-416-1-416,416,416,1,..\instances\BT-mejor-opt\BT-M-O-416-1-416.txt
BT-mejor-opt,BT-M-O-417-1-417,417,417,1,..\instances\BT-mejor-opt\BT-M-O-417-1-417.txt
BT-mejor-opt,BT-M-O-418-1-418,418,418,1,..\instances\BT-mejor-opt\BT-M-O-418-1-418.txt
BT-mejor-opt,BT-M-O-419-1-419,419,419,1,..\instances\BT-mejor-opt\BT-M-O-419-1-419.txt
BT-mejor-opt,BT-M-O-420-1-420,420,420,1,..\instances\BT-mejor-opt\BT-M-O-420-1-420.txt
BT-mejor-opt,BT-M-O-421-1-421,421,421,1,..\instances\BT-mejor-opt\BT-M-O-421-1-421.txt
BT-mejor-opt,BT-M-O-422-1-422,422,422,1,..\instances\BT-mejor-opt\BT-M-O-422-1-422.txt
BT-mejor-opt,BT-M-O-423-1-423,423,423,1,..\instances\BT-mejor-opt\BT-M-O-423-1-423.txt
BT-mejor-opt,BT-M-O-424-1-424,424,424,1,..\instances\BT-mejor-opt\BT-M-O-424-1-424.txt
BT-mejor-opt,BT-M-O-425-1-425,425,425,1,..\instances\BT-mejor-opt\BT-M-O-425-1-425.txt
BT-mejor-opt,BT-M-O-426-1-426,426,426,1,..\instances\BT-mejor-opt\BT-M-O-426-1-426.txt
BT-mejor-opt,BT-M-O-427-1-427,427,427,1,..\instances\BT-mejor-opt\BT-M-O-427-1-427.txt
BT-mejor-opt,BT-M-O-428-1-428,428,428,1,..\instances\BT-mejor-opt\BT-M-O-428-1-428.txt
BT-mejor-opt,BT-M-O-429-1-429,429,429,1,..\instances\BT-mejor-opt\BT-M-O-429-1-429.txt
BT-mejor-opt,BT-M-O-430-1-430,430,430,1,..\instances\BT-mejor-opt\BT-M-O-430-1-430.txt
BT-mejor-opt,BT-M-O-431-1-431,431,431,1,..\instances\BT-mejor-opt\BT-M-O-431-1-431.txt
BT-mejor-opt,BT-M-O-432-1-432,432,432,1,..\instances\BT-mejor-opt\BT-M-O-432-1-432.txt
BT-mejor-opt,BT-M-O-433-1-433,433,433,1,..\instances\BT-mejor-opt\BT-M-O-433-1-433.txt
BT-mejor-opt,BT-M-O-434-1-434,434,434,1,..\instances\BT-mejor-opt\BT-M-O-434-1-434.txt
BT-mejor-opt,BT-M-O-435-1-435,435,435,1,..\instances\BT-mejor-opt\BT-M-O-435-1-435.txt
BT-mejor-opt,BT-M-O-436-1-436,436,436,1,..\instances\BT-mejor-opt\BT-M-O-436-1-436.txt
BT-mejor-opt,BT-M-O-437-1-437,437,437,1,..\instances\BT-mejor-opt\BT-M-O-437-1-437.txt
BT-mejor-opt,BT-M-O-438-1-438,438,438,1,..\instances\BT-mejor-opt\BT-M-O-438-1-438.txt
BT-mejor-opt,BT-M-O-439-1-439,439,439,1,..\instances\BT-mejor-opt\BT-M-O-439-1-439.txt
BT-mejor-opt,BT-M-O-440-1-440,440,440,1,..\instances\BT-mejor-opt\BT-M-O-440-1-440.txt
BT-mejor-opt,BT-M-O-441-1-441,441,441,1,..\instances\BT-mejor-opt\BT-M-O-441-1-441.txt
BT-mejor-opt,BT-M-O-442-1-442,442,442,1,..\instances\BT-mejor-opt\BT-M-O-442-1-442.txt
BT-mejor-opt,BT-M-O-443-1-443,443,443,1,..\instances\BT-mejor-opt\BT-M-O-443-1-443.txt
BT-mejor-opt,BT-M-O-444-1-444,444,444,1,..\instances\BT-mejor-opt\BT-M-O-444-1-444.txt
BT-mejor-opt,BT-M-O-445-1-445,445,445,1,..\instances\BT-mejor-opt\BT-M-O-445-1-445.txt
BT-mejor-opt,BT-M-O-446-1-446,446,446,1,..\instances\BT-mejor-opt\BT-M-O-446-1-446.txt
BT-mejor-opt,BT-M-O-447-1-447,447,447,1,..\instances\BT-mejor-opt\BT-M-O-447-1-447.txt
BT-mejor-opt,BT-M-O-448-1-448,448,448,1,..\instances\BT-mejor-opt\BT-M-O-448-1-448.txt
BT-mejor-opt,BT-M-O-449-1-449,449,449,1,..\instances\BT-mejor-opt\BT-M-O-449-1-449.txt
BT-mejor-opt,BT-M-O-450-1-450,450,450,1,..\instances\BT-mejor-opt\BT-M-O-450-1-450.txt
BT-mejor-opt,BT-M-O-451-1-451,451,451,1,..\instances\BT-mejor-opt\BT-M-O-451-1-451.txt
BT-mejor-opt,BT-M-O-452-1-452,452,452,1,..\instances\BT-mejor-opt\BT-M-O-452-1-452.txt
BT-mejor-opt,BT-M-O-453-1-453,453,453,1,..\instances\BT-mejor-opt\BT-M-O-453-1-453.txt
BT-mejor-opt,BT-M-O-454-1-454,454,454,1,..\instances\BT-mejor-opt\BT-M-O-454-1-454.txt
BT-mejor-opt,BT-M-O-455-1-455,455,455,1,..\instances\BT-mejor-opt\BT-M-O-455-1-455.txt
BT-mejor-opt,BT-M-O-456-1-456,456,456,1,..\instances\BT-mejor-opt\BT-M-O-456-1-456.txt
BT-mejor-opt,BT-M-O-457-1-457,457,457,1,..\instances\BT-mejor-opt\BT-M-O-457-1-457.txt
BT-mejor-opt,BT-M-O-458-1-458,458,458,1,..\instances\BT-mejor-opt\BT-M-O-458-1-458.txt
BT-mejor-opt,BT-M-O-459-1-459,459,459,1,..\instances\BT-mejor-opt\BT-M-O-459-1-459.txt
BT-mejor-opt,BT-M-O-460-1-460,460,460,1,..\instances\BT-mejor-opt\BT-M-O-460-1-460.txt
BT-mejor-opt,BT-M-O-461-1-461,461,461,1,..\instances\BT-mejor-opt\BT-M-O-461-1-461.txt
BT-mejor-opt,BT-M-O-462-1-462,462,462,1,..\instances\BT-mejor-opt\BT-M-O-462-1-462.txt
BT-mejor-opt,BT-M-O-463-1-463,463,463,1,..\instances\BT-mejor-opt\BT-M-O-463-1-463.txt
BT-mejor-opt,BT-M-O-464-1-464,464,464,1,..\instances\BT-mejor-opt\BT-M-O-464-1-464.txt
BT-mejor-opt,BT-M-O-465-1-465,465,465,1,..\instances\BT-mejor-opt\BT-M-O-465-1-465.txt
