dataset,instancia,negocios,C,i,archivo
BT-peor-opt,BT-P-O-964-1-964,964,964,1,..\instances\BT-peor-opt\BT-P-O-964-1-964.txt
BT-peor-opt,BT-P-O-965-1-965,965,965,1,..\instances\BT-peor-opt\BT-P-O-965-1-965.txt
BT-peor-opt,BT-P-O-966-1-966,966,966,1,..\instances\BT-peor-opt\BT-P-O-966-1-966.txt
BT-peor-opt,BT-P-O-967-1-967,967,967,1,..\instances\BT-peor-opt\BT-P-O-967-1-967.txt
BT-peor-opt,BT-P-O-968-1-968,968,968,1,..\instances\BT-peor-opt\BT-P-O-968-1-968.txt
BT-peor-opt,BT-P-O-969-1-969,969,969,1,..\instances\BT-peor-opt\BT-P-O-969-1-969.txt
BT-peor-opt,BT-P-O-970-1-970,970,970,1,..\instances\BT-peor-opt\BT-P-O-970-1-970.txt
BT-peor-opt,BT-P-O-971-1-971,971,971,1,..\instances\BT-peor-opt\BT-P-O-971-1-971.txt
BT-peor-opt,BT-P-O-972-1-972,972,972,1,..\instances\BT-peor-opt\BT-P-O-972-1-972.txt
BT-peor-opt,BT-P-O-973-1-973,973,973,1,..\instances\BT-peor-opt\BT-P-O-973-1-973.txt
BT-peor-opt,BT-P-O-974-1-974,974,974,1,..\instances\BT-peor-opt\BT-P-O-974-1-974.txt
BT-peor-opt,BT-P-O-975-1-975,975,975,1,..\instances\BT-peor-opt\BT-P-O-975-1-975.txt
BT-peor-opt,BT-P-O-976-1-976,976,976,1,..\instances\BT-peor-opt\BT-P-O-976-1-976.txt
BT-peor-opt,BT-P-O-977-1-977,977,977,1,..\instances\BT-peor-opt\BT-P-O-977-1-977.txt
BT-peor-opt,BT-P-O-978-1-978,978,978,1,..\instances\BT-peor-opt\BT-P-O-978-1-978.txt
BT-peor-opt,BT-P-O-979-1-979,979,979,1,..\instances\BT-peor-opt\BT-P-O-979-1-979.txt
BT-peor-opt,BT-P-O-980-1-980,980,980,1,..\instances\BT-peor-opt\BT-P-O-980-1-980.txt
BT-peor-opt,BT-P-O-981-1-981,981,981,1,..\instances\BT-peor-opt\BT-P-O-981-1-981.txt
BT-peor-opt,BT-P-O-982-1-982,982,982,1,..\instances\BT-peor-opt\BT-P-O-982-1-982.txt
BT-peor-opt,BT-P-O-983-1-983,983,983,1,..\instances\BT-peor-opt\BT-P-O-983-1-983.txt
BT-peor-opt,BT-P-O-984-1-984,984,984,1,..\instances\BT-peor-opt\BT-P-O-984-1-984.txt
BT-peor-opt,BT-P-O-985-1-985,985,985,1,..\instances\BT-peor-opt\BT-P-O-985-1-985.txt
BT-peor-opt,BT-P-O-986-1-986,986,986,1,..\instances\BT-peor-opt\BT-P-O-986-1-986.txt
BT-peor-opt,BT-P-O-987-1-987,987,987,1,..\instances\BT-peor-opt\BT-P-O-987-1-987.txt
BT-peor-opt,BT-P-O-988-1-988,988,988,1,..\instances\BT-peor-opt\BT-P-O-988-1-988.txt
BT-peor-opt,BT-P-O-989-1-989,989,989,1,..\instances\BT-peor-opt\BT-P-O-989-1-989.txt
BT-peor-opt,BT-P-O-990-1-990,990,990,1,..\instances\BT-peor-opt\BT-P-O-990-1-990.txt
BT-peor-opt,BT-P-O-991-1-991,991,991,1,..\instances\BT-peor-opt\BT-P-O-991-1-991.txt
BT-peor-opt,BT-P-O-992-1-992,992,992,1,..\instances\BT-peor-opt\BT-P-O-992-1-992.txt
BT-peor-opt,BT-P-O-993-1-993,993,993,1,..\instances\BT-peor-opt\BT-P-O-993-1-993.txt
BT-peor-opt,BT-P-O-994-1-994,994,994,1,..\instances\BT-peor-opt\BT-P-O-994-1-994.txt
BT-peor-opt,BT-P-O-995-1-995,995,995,1,..\instances\BT-peor-opt\BT-P-O-995-1-995.txt
BT-peor-opt,BT-P-O-996-1-996,996,996,1,..\instances\BT-peor-opt\BT-P-O-996-1-996.txt
BT-peor-opt,BT-P-O-997-1-997,997,997,1,..\instances\BT-peor-opt\BT-P-O-997-1-997.txt
BT-peor-opt,BT-P-O-998-1-998,998,998,1,..\instances\BT-peor-opt\BT-P-O-998-1-998.txt
BT-peor-opt,BT-P-O-999-1-999,999,999,1,..\instances\BT-peor-opt\BT-P-O-999-1-999.txt
BT-peor-opt,BT-P-O-1000-1-1000,1000,1000,1,..\instances\BT-peor-opt\BT-P-O-1000-1-1000.txt
